sentiment,text
neg,"all in all , there's only one thing to root for : expulsion for everyone ."
pos,"with or without the sex , a wonderful tale of love and destiny , told well by a master storytelle"
pos,"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons ."
pos,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama ."
pos,sex with strangers is fascinating . . .
pos,the film is predictable in the reassuring manner of a beautifully sung holiday carol .
neg,a potentially good comic premise and excellent cast are terribly wasted .
pos,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency ."
pos,a three-hour cinema master class .
pos,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead ."
neg,"for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there's something creepy about this movie ."
pos,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style ."
neg,"if this is cinema , i pledge allegiance to cagney and lacey ."
neg,"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie ."
pos,"nakata's technique is to imply terror by suggestion , rather than the overuse of special effects ."
pos,a moving and not infrequently breathtaking film .
pos,"this concoction , so bizarre to the adult mind , is actually a charming triumph where its intended under-12 audience is concerned ."
pos,"an honest , sensitive story from a vietnamese point of view ."
pos,"it's mostly a pleasure to watch . and the reason for that is a self-aware , often self-mocking , intelligence ."
neg,"a road trip that will get you thinking , 'are we there yet ? "
neg,dramatically lackluster .
neg,none of this is half as moving as the filmmakers seem to think .
neg,this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .
neg,one of the oddest and most inexplicable sequels in movie history .
neg,"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take ."
neg,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian ."
pos,"[gulpilil] is a commanding screen presence , and his character's abundant humanism makes him the film's moral compass ."
neg,"feels like the work of someone who may indeed have finally aged past his prime . . . and , perhaps more than he realizes , just wants to be liked by the people who can still give him work ."
pos, . . . digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .
neg,this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .
pos,a quietly moving look back at what it was to be iranian-american in 1979 .
neg,a plodding look at the french revolution through the eyes of aristocrats .
neg,all prints of this film should be sent to and buried on pluto .
pos,"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight ."
pos,"cuts right through the b . s . giving a big middle-fingered "" shut up "" to those who talk up what is nothing more than two guys beating the hell outta one another ."
pos,caviezel embodies the transformation of his character completely .
pos,"if the real-life story is genuinely inspirational , the movie stirs us as well ."
neg,"full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre's definitive , if disingenuous , feature ."
neg,"bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i haven't encountered since at least pete's dragon ."
pos,"chicago is sophisticated , brash , sardonic , completely joyful in its execution ."
neg,hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are .
