text,sentiment,n_pos_words,n_neg_words
"yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable .",pos,1,0
"hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels .",pos,0,0
"anemic , pretentious .",neg,0,0
"an ugly , pointless , stupid movie .",neg,0,1
the bard as black comedy -- willie would have loved it .,pos,0,0
life on the rez is no picnic : this picture shows you why .,pos,0,0
"earnest , unsubtle and hollywood-predictable , green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese .",pos,0,0
bad beyond belief and ridiculous beyond description .,neg,0,2
"sounding like arnold schwarzenegger , with a physique to match , [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation .",neg,0,0
"it works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .",pos,0,0
"boy , has this franchise ever run out of gas .",neg,0,0
"k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia .",pos,2,0
there's something not entirely convincing about the quiet american . and that holds true for both the movie and the title character played by brendan fraser .,neg,0,0
"it feels like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original .",neg,2,0
"with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it .",pos,0,0
"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",neg,0,0
"one of those energetic surprises , an original that pleases almost everyone who sees it .",pos,0,0
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,pos,0,0
"even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it's documenting .",pos,2,0
the performances are remarkable .,pos,0,0
what makes it worth watching is quaid's performance .,pos,0,0
"giggling at the absurdities and inconsistencies is part of the fun . but the talented cast alone will keep you watching , as will the fight scenes .",pos,1,0
"the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .",pos,0,0
the colorful masseur wastes its time on mood rather than riding with the inherent absurdity of ganesh's rise up the social ladder .,neg,0,0
"full of flatulence jokes and mild sexual references , kung pow ! is the kind of movie that's critic-proof , simply because it aims so low .",neg,0,0
"each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , storytelling never quite gets over its rather lopsided conception .",neg,0,0
a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,pos,0,0
"great performances , stylish cinematography and a gritty feel help make gangster no . 1 a worthwhile moviegoing experience .",pos,1,0
"the work of an exhausted , desiccated talent who can't get out of his own way .",neg,0,0
an alternately raucous and sappy ethnic sitcom . . . you'd be wise to send your regrets .,neg,0,0
the weakest of the four harry potter books has been transformed into the stronger of the two films by the thinnest of margins .,pos,0,0
check your brain and your secret agent decoder ring at the door because you don't want to think too much about what's going on . the movie does has some entertainment value - how much depends on how well you like chris rock .,neg,0,0
gorgeous to look at but insufferably tedious and turgid . . . a curiously constricted epic .,neg,0,0
"this isn't a narrative film -- i don't know if it's possible to make a narrative film about september 11th , though i'm sure some will try -- but it's as close as anyone has dared to come .",pos,0,0
"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama .",pos,0,0
" . . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",pos,1,0
feels strangely hollow at its emotional core .,neg,0,0
"an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .",pos,0,0
the irony is that this film's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own .,neg,1,0
the movie suffers from two fatal ailments -- a dearth of vitality and a story that's shapeless and uninflected .,neg,0,0
"the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff's documentary , hell house , reflects their earnestness  which makes for a terrifying film .",pos,0,0
an often unfunny romp .,neg,0,0
characters wander into predictably treacherous situations even though they should know better .,neg,0,0
a tour de force of modern cinema .,pos,0,0
"it's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way .",pos,1,0
"brash , intelligent and erotically perplexing , haneke's portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .",pos,1,0
"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system .",pos,2,0
"a working class "" us vs . them "" opera that leaves no heartstring untugged and no liberal cause unplundered .",neg,0,0
part of the film's cheeky charm comes from its vintage schmaltz .,pos,0,0
" . . . is there a deeper , more direct connection between these women , one that spans time and reveals meaning ? you bet there is and it's what makes this rather convoluted journey worth taking .",pos,0,0
this is one of polanski's best films .,pos,1,0
"despite its title , punch-drunk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center .",pos,1,0
